"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"SDHC"	0.000251337573108278	0.000513144118993503	0.4	0.553	1	"2"	"SDHC"
"GLRX3"	0.000260960905428085	0.0129979789203249	0.259	0.366	1	"2"	"GLRX3"
"IER2"	0.000261449386537626	0.0487376168555747	0.612	0.616	1	"2"	"IER2"
"MAP3K13"	0.000264573196474888	0.0520780817067794	0.28	0.398	1	"2"	"MAP3K13"
"KLF7"	0.000265657744577093	0.0411580743598879	0.195	0.277	1	"2"	"KLF7"
"LMBRD1"	0.000267127054242663	0.246792934861148	0.282	0.265	1	"2"	"LMBRD1"
"RNF167"	0.00027089857083519	0.0272234761266348	0.215	0.305	1	"2"	"RNF167"
"OSR2"	0.000273959127189451	0.279283222383271	0.257	0.227	1	"2"	"OSR2"
"CETN3"	0.000275035860390985	0.231602819902706	0.265	0.243	1	"2"	"CETN3"
"FNTA"	0.000275337569868933	0.0258519405629556	0.271	0.391	1	"2"	"FNTA"
"LYRM5"	0.000278391087882368	0.025991867837571	0.222	0.318	1	"2"	"LYRM5"
"SLC3A2"	0.000286043376926189	0.0358219193448855	0.329	0.459	1	"2"	"SLC3A2"
"USP11"	0.000287486901332079	0.0265393022808109	0.251	0.358	1	"2"	"USP11"
"RPL5"	0.000297065971110701	0.0726775545383971	0.988	0.997	1	"2"	"RPL5"
"METTL5"	0.000297283086344578	0.0557666101246874	0.259	0.37	1	"2"	"METTL5"
"RBPJ"	0.000298928674276382	-0.00421266129607911	0.416	0.564	1	"2"	"RBPJ"
"SKI"	0.000299493810609224	0.0182991968349503	0.231	0.325	1	"2"	"SKI"
"WTAP"	0.000299536853194824	0.031054379636496	0.31	0.435	1	"2"	"WTAP"
"TROVE2"	0.000308199071562675	0.0167460025596837	0.289	0.409	1	"2"	"TROVE2"
"RBM8A"	0.000311466754442979	0.242732227077939	0.57	0.643	1	"2"	"RBM8A"
"UQCR10"	0.000312426138554783	0.168290674648407	0.739	0.808	1	"2"	"UQCR10"
"EIF4A3"	0.000314312932846046	-0.0956177852318369	0.333	0.45	1	"2"	"EIF4A3"
"ARPC1A"	0.000319745745413259	0.0148640807797074	0.325	0.453	1	"2"	"ARPC1A"
"C19orf60"	0.000335071782942951	0.2529190098943	0.522	0.593	1	"2"	"C19orf60"
"DEK"	0.000342272595402191	-0.0270999515770711	0.502	0.673	1	"2"	"DEK"
"CMSS1"	0.000343464217911985	0.0370211741489279	0.182	0.261	1	"2"	"CMSS1"
"PAK2"	0.000345100823841982	0.0319807348243675	0.238	0.335	1	"2"	"PAK2"
"MRPL27"	0.000347231260000593	0.0224815917801443	0.355	0.5	1	"2"	"MRPL27"
"ATP5F1"	0.000349781650250804	-0.000595753489092798	0.449	0.606	1	"2"	"ATP5F1"
"OCIAD1"	0.000355810186380511	0.192290000496616	0.554	0.621	1	"2"	"OCIAD1"
"NAMPT"	0.000374529627349171	-0.115555071017746	0.243	0.324	1	"2"	"NAMPT"
"LY6E"	0.000375057356932991	-0.145388782003794	0.791	0.877	1	"2"	"LY6E"
"NDUFS2"	0.000377578848424797	-0.00305537639917663	0.306	0.425	1	"2"	"NDUFS2"
"TPR"	0.000383504150176278	-0.0228752591538032	0.361	0.49	1	"2"	"TPR"
"H2AFV"	0.000386729334459003	0.00343983415860671	0.399	0.547	1	"2"	"H2AFV"
"HMOX2"	0.000394041565571024	0.0556651366141909	0.237	0.339	1	"2"	"HMOX2"
"USP8"	0.000395880796206683	0.0266330889445135	0.218	0.308	1	"2"	"USP8"
"SNX1"	0.000396877667803228	0.0455634061694662	0.197	0.284	1	"2"	"SNX1"
"SBDS"	0.000402095960391822	-0.0304291810125441	0.559	0.715	1	"2"	"SBDS"
"PGRMC2"	0.000402204967528891	0.0647512794030044	0.268	0.377	1	"2"	"PGRMC2"
"MZT2B"	0.000413493502278743	-0.0520020458473498	0.588	0.763	1	"2"	"MZT2B"
"BCAS2"	0.000418931952376893	0.252421286229503	0.36	0.367	1	"2"	"BCAS2"
"KRT10"	0.000423698776998477	-0.0531381195343019	0.57	0.726	1	"2"	"KRT10"
"BUD31"	0.000430383835110645	0.00758648390091543	0.416	0.583	1	"2"	"BUD31"
"UBE2J2"	0.000437191431673025	0.0296628506619526	0.189	0.27	1	"2"	"UBE2J2"
"PQLC3"	0.00044135821232149	0.0303776165501257	0.299	0.412	1	"2"	"PQLC3"
"TRIP12"	0.00044952210276506	0.0566271418092801	0.181	0.259	1	"2"	"TRIP12"
"PCM1"	0.000450709840754788	0.0316614079261648	0.228	0.32	1	"2"	"PCM1"
"FNDC3A"	0.000454564041795095	0.038360791544217	0.188	0.271	1	"2"	"FNDC3A"
"TRMT10C"	0.000454586451700693	0.263361417913166	0.277	0.261	1	"2"	"TRMT10C"
"CYTH2"	0.000454846896014356	0.0177163474378884	0.204	0.287	1	"2"	"CYTH2"
"SF3B14"	0.00046240713912867	-0.0640153491774205	0.647	0.8	1	"2"	"SF3B14"
"TBRG1"	0.000468267874539119	0.0155870863301787	0.192	0.269	1	"2"	"TBRG1"
"NTPCR"	0.000484960699632831	0.02581048609651	0.182	0.258	1	"2"	"NTPCR"
"SUPT16H"	0.000484986436083912	0.0401015143505711	0.179	0.254	1	"2"	"SUPT16H"
"G3BP1"	0.000487246098890899	0.033334177625344	0.292	0.407	1	"2"	"G3BP1"
"RBM17"	0.000490707876548652	0.0284939663859012	0.31	0.436	1	"2"	"RBM17"
"PSMC2"	0.000491012147464482	0.0371735381872044	0.293	0.412	1	"2"	"PSMC2"
"C15orf61"	0.000499800031293329	0.0416259036749188	0.21	0.3	1	"2"	"C15orf61"
"MFGE8"	0.000505117862001065	0.173162880725867	0.693	0.754	1	"2"	"MFGE8"
"PSMD8"	0.000505462840329666	-0.0122425538635191	0.493	0.667	1	"2"	"PSMD8"
"TMEM98"	0.000506006531800947	-0.0385510594753353	0.512	0.677	1	"2"	"TMEM98"
"NMD3"	0.000513396679096194	0.0291815412917568	0.207	0.293	1	"2"	"NMD3"
"PARL"	0.000515092310005713	0.0275289149314359	0.197	0.281	1	"2"	"PARL"
"NDUFV1"	0.000516513394515112	0.0418967113363131	0.309	0.439	1	"2"	"NDUFV1"
"ATP6V1F"	0.000526756546038779	-0.0405049877967087	0.564	0.719	1	"2"	"ATP6V1F"
"C11orf83"	0.000563633863761319	0.0275015778584766	0.209	0.295	1	"2"	"C11orf83"
"SNRNP27"	0.000565418851769336	0.0514994590580518	0.286	0.401	1	"2"	"SNRNP27"
"LASP1"	0.000574444224257474	0.022486625594299	0.277	0.38	1	"2"	"LASP1"
"DHRS4L2"	0.000574943948757164	0.224229063547749	0.259	0.239	1	"2"	"DHRS4L2"
"H6PD"	0.000579442546765089	0.0395612103500293	0.198	0.279	1	"2"	"H6PD"
"STK17B"	0.000579837569659162	0.0699263136147398	0.288	0.402	1	"2"	"STK17B"
"MALAT1"	0.0005841415884901	0.0247040523497279	1	1	1	"2"	"MALAT1"
"THUMPD1"	0.000585879994257382	0.0391891947657415	0.195	0.275	1	"2"	"THUMPD1"
"ZBTB7A"	0.000594217271613112	0.0348852415706116	0.195	0.275	1	"2"	"ZBTB7A"
"CRABP2"	0.000597956628550495	-0.039028169490233	0.308	0.401	1	"2"	"CRABP2"
"SMARCA2"	0.000602391896605322	0.312169702266267	0.388	0.404	1	"2"	"SMARCA2"
"RPA3"	0.000604500515593243	0.0355552603407727	0.246	0.347	1	"2"	"RPA3"
"TRA2B"	0.00063461211368602	0.252015781674935	0.502	0.556	1	"2"	"TRA2B"
"STAG2"	0.000643917463625053	0.0394589279171111	0.19	0.269	1	"2"	"STAG2"
"COX6A1P2"	0.000658679928309261	0.0373091262225087	0.343	0.47	1	"2"	"COX6A1P2"
"ABCA1"	0.000659617918070148	0.067293163389905	0.188	0.269	1	"2"	"ABCA1"
"NUCKS1"	0.000667774018764182	0.13010315971612	0.814	0.9	1	"2"	"NUCKS1"
"ELOF1"	0.000668158903488813	0.0535332759509685	0.282	0.396	1	"2"	"ELOF1"
"MPC1"	0.000671738236692843	0.0362790499117734	0.325	0.456	1	"2"	"MPC1"
"EMC2"	0.00068299709644505	0.0569506013652581	0.275	0.388	1	"2"	"EMC2"
"OSBPL8"	0.000683635595601213	0.0440405957325994	0.39	0.539	1	"2"	"OSBPL8"
"SRSF4"	0.000685135990196709	0.0328549719960052	0.324	0.454	1	"2"	"SRSF4"
"RPL22L1"	0.000685269182805907	-0.0162884340235783	0.401	0.531	1	"2"	"RPL22L1"
"EGLN2"	0.000691686035295428	0.0528122791377236	0.185	0.262	1	"2"	"EGLN2"
"CD47"	0.000701583986084049	0.221053128512393	0.464	0.502	1	"2"	"CD47"
"UBE2L3"	0.000711923351045443	-0.0130089937593563	0.461	0.624	1	"2"	"UBE2L3"
"ZCCHC10"	0.000712419272142356	0.0367797873301927	0.177	0.251	1	"2"	"ZCCHC10"
"TECR"	0.000712882319242424	0.236800397140076	0.455	0.499	1	"2"	"TECR"
"SMIM19"	0.000732485702156752	0.251988433988842	0.364	0.374	1	"2"	"SMIM19"
"TCEAL3"	0.000733273213777222	0.0305148278276479	0.301	0.408	1	"2"	"TCEAL3"
"ZNHIT3"	0.000734436420614803	0.0427466533106939	0.218	0.307	1	"2"	"ZNHIT3"
"MRPL24"	0.000739576670420194	0.0501093977876308	0.26	0.367	1	"2"	"MRPL24"
"PRPF38A"	0.000741191670925769	0.0357341047615842	0.184	0.26	1	"2"	"PRPF38A"
"SS18L2"	0.000752166235584961	0.0491934610744102	0.225	0.316	1	"2"	"SS18L2"
"CALM3"	0.000756566179252451	-0.00653429627984692	0.485	0.647	1	"2"	"CALM3"
"STMN3"	0.000757016233237874	0.0529567424921127	0.191	0.271	1	"2"	"STMN3"
"MPC2"	0.000765124499966149	0.282909963020901	0.404	0.438	1	"2"	"MPC2"
"RERE"	0.000770619644969846	0.0225523787837416	0.209	0.289	1	"2"	"RERE"
"TMEM9"	0.000796250837932872	0.0484696010038765	0.229	0.324	1	"2"	"TMEM9"
"FHL2"	0.000809448890272154	0.280342179432281	0.57	0.625	1	"2"	"FHL2"
"MRPL33"	0.000812469185869474	-0.0141643339089099	0.551	0.701	1	"2"	"MRPL33"
"ZSCAN16-AS1"	0.000818273738798437	0.0336513553968244	0.209	0.293	1	"2"	"ZSCAN16-AS1"
"TNS1"	0.000851842609002311	0.0141090005142189	0.308	0.42	1	"2"	"TNS1"
"MAT2A"	0.000860194804243633	0.21844287213265	0.385	0.387	1	"2"	"MAT2A"
"LAMTOR4"	0.000873393037221792	-0.0495516040172663	0.652	0.802	1	"2"	"LAMTOR4"
"DNAJA1"	0.000893339936756956	0.445583673077542	0.568	0.647	1	"2"	"DNAJA1"
"LRRC58"	0.000897212270548646	0.0527572816516604	0.19	0.267	1	"2"	"LRRC58"
"EXOSC8"	0.000902163680109414	0.018648047284694	0.183	0.256	1	"2"	"EXOSC8"
"DRG1"	0.000902751712490697	0.0516461386796306	0.195	0.276	1	"2"	"DRG1"
"DCTN6"	0.000909348881819897	0.00815327980222136	0.349	0.484	1	"2"	"DCTN6"
"RP11-304L19.5"	0.000923308638862156	0.280439195577376	0.287	0.278	1	"2"	"RP11-304L19.5"
"VPS28"	0.000929476289139022	-0.0285422591929714	0.569	0.727	1	"2"	"VPS28"
"CAV1"	0.00093792691776541	0.35557235229662	0.578	0.612	1	"2"	"CAV1"
"SNRPD2"	0.000940523457538513	-0.0522683576538054	0.792	0.91	1	"2"	"SNRPD2"
"PSMC6"	0.000951120960733749	0.022176698809204	0.353	0.492	1	"2"	"PSMC6"
"FAM103A1"	0.000959071950256083	0.0637647951026349	0.178	0.254	1	"2"	"FAM103A1"
"GUCY1A3"	0.000960350487014424	0.0077437831092606	0.225	0.305	1	"2"	"GUCY1A3"
"TOMM22"	0.000967913671732598	0.0435963834377356	0.314	0.437	1	"2"	"TOMM22"
"FAM133B"	0.00098224613317627	0.234741698493472	0.455	0.491	1	"2"	"FAM133B"
"COX6B1"	0.000992135229196314	-0.0387902702685103	0.854	0.936	1	"2"	"COX6B1"
"SUMF2"	0.000993640267067208	0.0293938292774643	0.291	0.401	1	"2"	"SUMF2"
"CDC123"	0.00101066587244563	0.0569941948226834	0.227	0.32	1	"2"	"CDC123"
"KPNA6"	0.0010152118100363	0.0271080013005008	0.203	0.281	1	"2"	"KPNA6"
"NUFIP2"	0.00104869234785727	0.0395941186328424	0.199	0.274	1	"2"	"NUFIP2"
"PHB"	0.00108363205983942	0.00791073887401672	0.373	0.517	1	"2"	"PHB"
"PRPF8"	0.00108765982515511	0.0595014257956413	0.215	0.301	1	"2"	"PRPF8"
"CMC1"	0.00109073994601246	0.051092355506713	0.202	0.285	1	"2"	"CMC1"
"GPATCH8"	0.00111494601751173	0.0117381057366734	0.278	0.378	1	"2"	"GPATCH8"
"PSIP1"	0.0011232807531289	0.226627094631498	0.401	0.415	1	"2"	"PSIP1"
"CCT2"	0.00115129241485608	0.0436390467377953	0.353	0.48	1	"2"	"CCT2"
"NFU1"	0.00120265101251633	0.0456250544680815	0.23	0.319	1	"2"	"NFU1"
"CNRIP1"	0.00120760269121003	0.0454877175366527	0.205	0.287	1	"2"	"CNRIP1"
"SNX5"	0.00121125883252595	0.032884058235592	0.23	0.318	1	"2"	"SNX5"
"RPLP0"	0.00122744726550371	-0.0502859804216684	0.994	0.995	1	"2"	"RPLP0"
"GADD45GIP1"	0.0012336905602385	0.16104272453542	0.632	0.725	1	"2"	"GADD45GIP1"
"INTS10"	0.00125179333526089	0.0405494897976402	0.183	0.255	1	"2"	"INTS10"
"RPL37A"	0.00130236687185184	-0.0627455290130765	0.998	0.999	1	"2"	"RPL37A"
"UROD"	0.0013078919687773	0.0192799100441522	0.251	0.344	1	"2"	"UROD"
"VCP"	0.0013089712083534	0.0297567986854584	0.383	0.523	1	"2"	"VCP"
"MBNL1"	0.00130975877344239	-0.0379781372166147	0.395	0.523	1	"2"	"MBNL1"
"STK24"	0.00132993443907858	0.0443264173957528	0.195	0.271	1	"2"	"STK24"
"ARID4B"	0.00136036452620541	0.0499587026799719	0.321	0.447	1	"2"	"ARID4B"
"COL14A1"	0.00137317329571867	-0.243211855967466	0.431	0.491	1	"2"	"COL14A1"
"CDKN1A"	0.00137514159326168	0.0270895742088719	0.322	0.433	1	"2"	"CDKN1A"
"SARS"	0.00139343948497563	0.235957735125742	0.444	0.482	1	"2"	"SARS"
"FGFR1"	0.00139614715880229	0.24223905069414	0.484	0.548	1	"2"	"FGFR1"
"NOSIP"	0.00140127672566231	0.0386287283793874	0.292	0.404	1	"2"	"NOSIP"
"SUGT1"	0.0014060029446569	0.0349847995625017	0.246	0.341	1	"2"	"SUGT1"
"HDAC2"	0.0014233536982728	0.0243488025828754	0.325	0.444	1	"2"	"HDAC2"
"BRD4"	0.00143686470904689	0.0659245715864184	0.3	0.415	1	"2"	"BRD4"
"OLFML1"	0.0014433352679249	0.0737837999485352	0.204	0.289	1	"2"	"OLFML1"
"THBS1"	0.00144751415890884	0.0226786170875597	0.591	0.734	1	"2"	"THBS1"
"HSBP1"	0.00145214372554774	-0.0514977550967028	0.65	0.795	1	"2"	"HSBP1"
"YIPF6"	0.00146873315150364	0.0506609922209208	0.223	0.31	1	"2"	"YIPF6"
"MPHOSPH8"	0.00148166362091798	0.228481807410733	0.556	0.634	1	"2"	"MPHOSPH8"
"YY1"	0.00148456125675715	0.0473647775561405	0.313	0.431	1	"2"	"YY1"
"COMT"	0.00149658682880026	0.0050161372230233	0.432	0.568	1	"2"	"COMT"
"CCT3"	0.00150054100998628	0.0397035408196099	0.366	0.499	1	"2"	"CCT3"
"ATP5J"	0.00151774033715201	0.134947429815375	0.798	0.862	1	"2"	"ATP5J"
"PURA"	0.00151797443345089	0.0341298791032301	0.231	0.315	1	"2"	"PURA"
"PSMC3"	0.00153729506602756	0.00307785158710239	0.428	0.584	1	"2"	"PSMC3"
"BNIP2"	0.00153917416231942	0.0668514856369919	0.237	0.328	1	"2"	"BNIP2"
"TMEM14C"	0.00158377390584913	-0.0566195171675699	0.611	0.754	1	"2"	"TMEM14C"
"PEA15"	0.00158653574353879	0.0263580273202183	0.356	0.484	1	"2"	"PEA15"
"CILP"	0.00159644014197011	0.25825796004772	0.265	0.231	1	"2"	"CILP"
"C1orf43"	0.00160370461459713	0.0359903764440969	0.341	0.467	1	"2"	"C1orf43"
"PTPMT1"	0.00160882169080036	0.0393639810350377	0.246	0.34	1	"2"	"PTPMT1"
"GRHPR"	0.00163111816518551	0.039873735016654	0.313	0.43	1	"2"	"GRHPR"
"HNRNPUL1"	0.0016329400034268	0.0423000855023081	0.274	0.379	1	"2"	"HNRNPUL1"
"DNAJB6"	0.00163486563242078	0.00325713863206789	0.481	0.64	1	"2"	"DNAJB6"
"TNRC6B"	0.00165690886270434	0.0137099936702137	0.349	0.464	1	"2"	"TNRC6B"
"PHLDB1"	0.00167066787643693	-0.00199330372594497	0.387	0.506	1	"2"	"PHLDB1"
"STIP1"	0.0017153288636069	0.087898290843677	0.193	0.272	1	"2"	"STIP1"
"IGFBP4"	0.00173821113802191	-0.158324347774486	0.892	0.962	1	"2"	"IGFBP4"
"ZFAS1"	0.0017404912109447	-0.0964171934119999	0.759	0.876	1	"2"	"ZFAS1"
"NFAT5"	0.00177245303559213	0.0603693757967302	0.213	0.297	1	"2"	"NFAT5"
"SERPINF1"	0.00178508819472702	-0.00633115270767615	0.965	0.964	1	"2"	"SERPINF1"
"AKR7A2"	0.00178631703809762	0.021386521494511	0.323	0.433	1	"2"	"AKR7A2"
"CHMP3"	0.00187148405108605	0.0350967328590628	0.352	0.488	1	"2"	"CHMP3"
"CEBPZ"	0.00189799887810504	0.277197708478091	0.312	0.315	1	"2"	"CEBPZ"
"C22orf39"	0.00190148325126132	0.0443985110595992	0.181	0.253	1	"2"	"C22orf39"
"NDUFA11"	0.00195027523915403	-0.0379534600439921	0.753	0.861	1	"2"	"NDUFA11"
"NCOA7"	0.00195138462958629	0.231351063338089	0.295	0.288	1	"2"	"NCOA7"
"DNAJB12"	0.00201119018989709	0.0378452959210346	0.183	0.252	1	"2"	"DNAJB12"
"SEPT6"	0.00203007750165418	0.0440711520383549	0.188	0.256	1	"2"	"SEPT6"
"PIM3"	0.00205663675962799	0.313230827829212	0.287	0.283	1	"2"	"PIM3"
"SCAF11"	0.00205705058399606	0.014958704177807	0.402	0.547	1	"2"	"SCAF11"
"C1S"	0.00211143825649137	0.033818526727222	0.983	0.987	1	"2"	"C1S"
"WASF2"	0.00213339493251098	0.215372361883617	0.595	0.671	1	"2"	"WASF2"
"ERGIC3"	0.00216072019277998	-0.00538039111112387	0.494	0.647	1	"2"	"ERGIC3"
"COX20"	0.00216132017976798	0.0546330943769449	0.308	0.421	1	"2"	"COX20"
"TSPYL1"	0.00216136011634169	0.277293963811043	0.324	0.325	1	"2"	"TSPYL1"
"PIH1D1"	0.00216408479357486	0.0914284042300987	0.234	0.331	1	"2"	"PIH1D1"
"GHITM"	0.00219272647569445	0.0295518279893323	0.436	0.597	1	"2"	"GHITM"
"EIF3L"	0.00220102345198189	0.161188177946149	0.633	0.7	1	"2"	"EIF3L"
"EIF2S1"	0.00220159400344318	0.0498293098996372	0.218	0.305	1	"2"	"EIF2S1"
"SPAG16"	0.00223543256802194	0.0567361032445566	0.204	0.285	1	"2"	"SPAG16"
"AMD1"	0.00229935102484714	0.225197546679858	0.278	0.263	1	"2"	"AMD1"
"ATP5O"	0.00237015533898785	0.163655304336365	0.736	0.824	1	"2"	"ATP5O"
"PSMB5"	0.00238018315697269	-0.0112295614255238	0.518	0.671	1	"2"	"PSMB5"
"MFSD10"	0.0024065729404737	0.0293447396302648	0.285	0.388	1	"2"	"MFSD10"
"LAMTOR3"	0.00244683615303247	0.0508297522851166	0.202	0.277	1	"2"	"LAMTOR3"
"DUSP1"	0.00245648957100381	0.0251667923759542	0.879	0.878	1	"2"	"DUSP1"
"LINC00478"	0.00246481644624479	0.22341548050867	0.272	0.259	1	"2"	"LINC00478"
"TTC17"	0.00246770870269495	0.0248850810883099	0.189	0.26	1	"2"	"TTC17"
"FAM200B"	0.00249331625232925	0.0329655768589171	0.303	0.41	1	"2"	"FAM200B"
"CGGBP1"	0.00255621863163494	0.0830799069835562	0.226	0.313	1	"2"	"CGGBP1"
"ERH"	0.00255986266756779	0.106809137173492	0.785	0.866	1	"2"	"ERH"
"RSRC1"	0.00256496447229505	0.0442270626051166	0.196	0.268	1	"2"	"RSRC1"
"RNF146"	0.00256557558801183	0.290732192218998	0.365	0.385	1	"2"	"RNF146"
"RERG"	0.00256644826993153	0.237850788069934	0.282	0.269	1	"2"	"RERG"
"PRDX4"	0.00257258015546444	-0.0172093934071207	0.526	0.665	1	"2"	"PRDX4"
"BLOC1S2"	0.00260963503065242	0.0523400495506766	0.225	0.307	1	"2"	"BLOC1S2"
"COQ4"	0.00265368483365685	0.0564689183568122	0.199	0.273	1	"2"	"COQ4"
"CTSO"	0.00265941593758358	0.0525121434260682	0.295	0.401	1	"2"	"CTSO"
"RPL41"	0.00267439857387146	0.0623271688881797	1	1	1	"2"	"RPL41"
"GNPTG"	0.0026796947438935	0.0471181942576229	0.186	0.256	1	"2"	"GNPTG"
"MCMBP"	0.00272712775035587	0.0333531886476343	0.183	0.251	1	"2"	"MCMBP"
"UQCRC2"	0.00273445377319986	0.0123902094497473	0.412	0.55	1	"2"	"UQCRC2"
"YBX3"	0.00275294899571124	-0.0372216767132556	0.635	0.786	1	"2"	"YBX3"
"SPAG7"	0.00281573509260399	0.0483417040320306	0.353	0.476	1	"2"	"SPAG7"
"NDUFS3"	0.00285893532306858	0.0374969188137091	0.342	0.463	1	"2"	"NDUFS3"
"RPL19"	0.00285990568104156	0.047908107386724	0.998	1	1	"2"	"RPL19"
"ELF1"	0.00286366648641072	0.256826764376868	0.341	0.351	1	"2"	"ELF1"
"TMEM9B"	0.0028848872552588	0.0554803899717036	0.289	0.394	1	"2"	"TMEM9B"
"HNRNPA2B1"	0.00289760524539961	0.100310393301077	0.857	0.931	1	"2"	"HNRNPA2B1"
"SNHG7"	0.00295810836057147	0.256801072490036	0.411	0.439	1	"2"	"SNHG7"
"MMADHC"	0.00296070432856455	0.0548426571314299	0.353	0.479	1	"2"	"MMADHC"
"UAP1"	0.00300646070700348	-0.0643715026952498	0.305	0.4	1	"2"	"UAP1"
"TMEM204"	0.0030616688220514	0.282559275031937	0.511	0.542	1	"2"	"TMEM204"
"ZBTB20"	0.00311487020703901	0.210397820137239	0.441	0.469	1	"2"	"ZBTB20"
"ZNRD1"	0.00325644773036856	0.0510432214636437	0.213	0.292	1	"2"	"ZNRD1"
"ARHGAP5"	0.00328158257067886	0.0320051884377396	0.195	0.265	1	"2"	"ARHGAP5"
"CNOT2"	0.00328318712582695	0.0620808672830608	0.247	0.337	1	"2"	"CNOT2"
"PSMC1"	0.00331695024197416	0.0124055684329705	0.39	0.525	1	"2"	"PSMC1"
"MRPS28"	0.00332802839615157	0.0437668817319178	0.184	0.251	1	"2"	"MRPS28"
"POGZ"	0.00332841074862707	0.0395884171580526	0.238	0.325	1	"2"	"POGZ"
"TAF1D"	0.00334872945239862	0.0204678675713028	0.391	0.518	1	"2"	"TAF1D"
"HSPB11"	0.00339533973664554	0.063533849010036	0.247	0.34	1	"2"	"HSPB11"
"NOL7"	0.0034534600279727	0.0696966073704507	0.346	0.479	1	"2"	"NOL7"
"RPL13"	0.00345356737651723	-0.0493837319757802	1	1	1	"2"	"RPL13"
"DCAF13"	0.00346742138691241	0.050411495507346	0.191	0.261	1	"2"	"DCAF13"
"SUMO2"	0.00351215177576744	0.10711417983662	0.927	0.963	1	"2"	"SUMO2"
"PIN4"	0.0035355759324222	0.0450698282939171	0.367	0.497	1	"2"	"PIN4"
"HNRNPC"	0.00354036134067993	-0.0355808167233962	0.7	0.84	1	"2"	"HNRNPC"
"ISCA1"	0.00355237664766405	0.0494371384027346	0.236	0.32	1	"2"	"ISCA1"
"RPS21"	0.0035634698023613	-0.0482619590063371	0.974	0.978	1	"2"	"RPS21"
"PDCD4"	0.00356956616300476	0.234776906393199	0.308	0.312	1	"2"	"PDCD4"
"CRYZL1"	0.00357140476350517	0.0711028169521931	0.188	0.265	1	"2"	"CRYZL1"
"MRPS21"	0.00361191433181951	-0.0345092094538175	0.659	0.81	1	"2"	"MRPS21"
"CNN3"	0.00362767719498717	-0.0384056464536258	0.837	0.917	1	"2"	"CNN3"
"IGBP1"	0.00370921083378262	0.0308302085372582	0.325	0.439	1	"2"	"IGBP1"
"AIP"	0.00372747676405023	0.0613659027279734	0.302	0.415	1	"2"	"AIP"
"WBP2"	0.00373547784473989	0.0497701514229848	0.23	0.311	1	"2"	"WBP2"
"CLTB"	0.00374487787585235	0.00995232974928206	0.489	0.648	1	"2"	"CLTB"
"RPS8"	0.00376175662799247	0.0709287940697294	0.999	1	1	"2"	"RPS8"
"SAP30BP"	0.00377399186932198	0.0595774973581724	0.248	0.336	1	"2"	"SAP30BP"
"COLEC12"	0.00378199723222658	0.28113409639289	0.286	0.28	1	"2"	"COLEC12"
"MRPL36"	0.0038635182224819	0.0626160525354827	0.297	0.406	1	"2"	"MRPL36"
"RP11-572C15.6"	0.00386637044078963	0.194522172318958	0.497	0.514	1	"2"	"RP11-572C15.6"
"MYL12B"	0.00396227682097509	0.0962461938735091	0.927	0.961	1	"2"	"MYL12B"
"OGT"	0.00403325309404685	0.046684695961154	0.202	0.273	1	"2"	"OGT"
"NXT1"	0.00408489793722396	0.0901604968578353	0.24	0.329	1	"2"	"NXT1"
"CAMK2N1"	0.00412506527272329	0.264391304441075	0.366	0.382	1	"2"	"CAMK2N1"
"EFCAB14"	0.00420756779781261	0.0715240352138575	0.223	0.305	1	"2"	"EFCAB14"
"USP16"	0.0042120698724264	0.102264748547707	0.293	0.405	1	"2"	"USP16"
"RSBN1L"	0.00422370695328088	0.0472283989030402	0.23	0.31	1	"2"	"RSBN1L"
"SQSTM1"	0.00422631705308553	0.150647875451126	0.666	0.755	1	"2"	"SQSTM1"
"COPS2"	0.00424603893749014	0.0672980805478793	0.271	0.372	1	"2"	"COPS2"
"MAF1"	0.00430782359951783	0.0378880466192637	0.314	0.424	1	"2"	"MAF1"
"TAX1BP1"	0.00443767972221335	0.048420320099396	0.365	0.491	1	"2"	"TAX1BP1"
"PSMD11"	0.00444017384980883	0.0543632171625568	0.24	0.326	1	"2"	"PSMD11"
"PMVK"	0.00469587798639609	0.0689433044636917	0.241	0.33	1	"2"	"PMVK"
"EPCAM"	0.00472178385724269	0.230945811675832	0.254	0.24	1	"2"	"EPCAM"
"RUFY3"	0.00472358956928961	0.0460156607104712	0.196	0.265	1	"2"	"RUFY3"
"TUBB6"	0.00479401845606601	0.0818999640364226	0.408	0.542	1	"2"	"TUBB6"
"ETFA"	0.00493651889645915	0.0210711031394175	0.318	0.429	1	"2"	"ETFA"
"SIL1"	0.00499908269552411	0.0721535167010985	0.253	0.349	1	"2"	"SIL1"
"RBCK1"	0.00501284382792628	0.0500800914584845	0.302	0.409	1	"2"	"RBCK1"
"GPBP1"	0.00502469795500808	0.033983968119689	0.342	0.465	1	"2"	"GPBP1"
"DNPEP"	0.00509674310659779	0.046261646631505	0.21	0.285	1	"2"	"DNPEP"
"CDKN1C"	0.00514606294385884	0.300114719850334	0.305	0.307	1	"2"	"CDKN1C"
"GOLPH3"	0.00516678894967922	0.0524799323386691	0.279	0.372	1	"2"	"GOLPH3"
"CSTB"	0.00520083429895937	-0.0833333706567809	0.776	0.885	1	"2"	"CSTB"
"COX16"	0.00523007090733377	-0.00224279567298646	0.463	0.619	1	"2"	"COX16"
"CTNND1"	0.00524467740748405	0.0600894541666248	0.268	0.361	1	"2"	"CTNND1"
